# (a_i, b_i) = (0.200, 0.250)
# resolution: 150
# category labels: t=tipping, n=none(tip to periodic attractors), c=converge, ns=notSufficient
# load method: df = pd.read_csv('xxx.csv', comment='#')
# protocol s >=0
category,a,b
t,2.2379798685807613,-0.7350993377483444
t,-0.7215513745359722,-0.7218543046357616
t,-0.7019171874737689,-0.7218543046357616
t,-0.6822830004115655,-0.7218543046357616
t,-0.6626488133493622,-0.7218543046357616
t,-0.6430146262871589,-0.7218543046357616
t,-0.6233804392249556,-0.7218543046357616
t,-0.6037462521627522,-0.7218543046357616
t,-0.5841120651005489,-0.7218543046357616
t,-0.5644778780383456,-0.7218543046357616
t,1.104428022248937,-0.7218543046357616
t,1.1240622093111405,-0.7218543046357616
t,1.143696396373344,-0.7218543046357616
t,1.1633305834355472,-0.7218543046357616
t,1.1829647704977506,-0.7218543046357616
t,1.2222331446221573,-0.7218543046357616
t,1.2418673316843605,-0.7218543046357616
t,1.2615015187465637,-0.7218543046357616
t,1.2811357058087671,-0.7218543046357616
t,1.3007698928709706,-0.7218543046357616
t,1.320404079933174,-0.7218543046357616
t,1.340038266995377,-0.7218543046357616
t,1.3793066411197838,-0.7218543046357616
t,1.3989408281819873,-0.7218543046357616
t,1.4185750152441903,-0.7218543046357616
t,1.4382092023063937,-0.7218543046357616
t,1.4578433893685971,-0.7218543046357616
t,1.4774775764308006,-0.7218543046357616
t,1.4971117634930036,-0.7218543046357616
t,1.516745950555207,-0.7218543046357616
t,1.5363801376174104,-0.7218543046357616
t,1.5560143246796139,-0.7218543046357616
t,1.5756485117418169,-0.7218543046357616
t,1.5952826988040203,-0.7218543046357616
t,1.6149168858662237,-0.7218543046357616
t,1.6345510729284272,-0.7218543046357616
t,1.6541852599906302,-0.7218543046357616
t,1.6738194470528336,-0.7218543046357616
t,1.693453634115037,-0.7218543046357616
t,1.7130878211772405,-0.7218543046357616
t,1.7327220082394434,-0.7218543046357616
t,1.7523561953016469,-0.7218543046357616
t,1.7719903823638503,-0.7218543046357616
t,1.8308929435504602,-0.7218543046357616
t,1.8505271306126636,-0.7218543046357616
t,1.870161317674867,-0.7218543046357616
t,1.8897955047370705,-0.7218543046357616
t,1.9094296917992735,-0.7218543046357616
t,1.929063878861477,-0.7218543046357616
t,1.9683322529858838,-0.7218543046357616
t,1.9879664400480868,-0.7218543046357616
t,2.00760062711029,-0.7218543046357616
t,2.027234814172494,-0.7218543046357616
t,2.046869001234697,-0.7218543046357616
t,2.0665031882969,-0.7218543046357616
t,2.0861373753591037,-0.7218543046357616
t,2.1057715624213067,-0.7218543046357616
t,2.1254057494835106,-0.7218543046357616
t,2.1450399365457136,-0.7218543046357616
t,2.1646741236079166,-0.7218543046357616
t,2.1843083106701204,-0.7218543046357616
t,2.2039424977323234,-0.7218543046357616
t,-0.7104931282815237,-0.7086092715231789
t,-0.6911598458793053,-0.7086092715231789
t,-0.671826563477087,-0.7086092715231789
t,-0.6524932810748687,-0.7086092715231789
t,-0.6331599986726504,-0.7086092715231789
t,-0.6138267162704321,-0.7086092715231789
t,-0.5944934338682136,-0.7086092715231789
t,-0.5751601514659953,-0.7086092715231789
t,-0.555826869063777,-0.7086092715231789
t,1.087502135124781,-0.7086092715231789
t,1.1068354175269994,-0.7086092715231789
t,1.1261686999292178,-0.7086092715231789
t,1.1648352647336546,-0.7086092715231789
t,1.2035018295380913,-0.7086092715231789
t,1.242168394342528,-0.7086092715231789
t,1.2615016767447462,-0.7086092715231789
t,1.2808349591469643,-0.7086092715231789
t,1.3001682415491829,-0.7086092715231789
t,1.319501523951401,-0.7086092715231789
t,1.3388348063536195,-0.7086092715231789
t,1.358168088755838,-0.7086092715231789
t,1.3775013711580562,-0.7086092715231789
t,1.3968346535602747,-0.7086092715231789
t,1.4161679359624928,-0.7086092715231789
t,1.4355012183647113,-0.7086092715231789
t,1.4548345007669294,-0.7086092715231789
t,1.474167783169148,-0.7086092715231789
t,1.493501065571366,-0.7086092715231789
t,1.5128343479735846,-0.7086092715231789
t,1.5321676303758027,-0.7086092715231789
t,1.5515009127780213,-0.7086092715231789
t,1.5708341951802394,-0.7086092715231789
t,1.590167477582458,-0.7086092715231789
t,1.609500759984676,-0.7086092715231789
t,1.6288340423868946,-0.7086092715231789
t,1.6481673247891127,-0.7086092715231789
t,1.6675006071913312,-0.7086092715231789
t,1.6868338895935493,-0.7086092715231789
t,1.7061671719957678,-0.7086092715231789
t,1.725500454397986,-0.7086092715231789
t,1.7448337368002045,-0.7086092715231789
t,1.764167019202423,-0.7086092715231789
t,1.7835003016046411,-0.7086092715231789
t,1.8221668664090778,-0.7086092715231789
t,1.8415001488112963,-0.7086092715231789
t,1.8608334312135144,-0.7086092715231789
t,1.880166713615733,-0.7086092715231789
t,1.899499996017951,-0.7086092715231789
t,1.9188332784201696,-0.7086092715231789
t,1.9381665608223877,-0.7086092715231789
t,1.9574998432246062,-0.7086092715231789
t,1.9768331256268243,-0.7086092715231789
t,1.9961664080290429,-0.7086092715231789
t,2.0154996904312608,-0.7086092715231789
t,2.0348329728334793,-0.7086092715231789
t,2.054166255235698,-0.7086092715231789
t,2.0734995376379164,-0.7086092715231789
t,2.092832820040134,-0.7086092715231789
t,2.1121661024423526,-0.7086092715231789
t,2.131499384844571,-0.7086092715231789
t,2.1508326672467897,-0.7086092715231789
t,2.170165949649008,-0.7086092715231789
t,-0.6995202738900438,-0.695364238410596
t,-0.6804855725597025,-0.695364238410596
t,-0.6614508712293612,-0.695364238410596
t,-0.6424161698990198,-0.695364238410596
t,-0.6233814685686785,-0.695364238410596
t,-0.6043467672383371,-0.695364238410596
t,-0.5853120659079959,-0.695364238410596
t,-0.5662773645776545,-0.695364238410596
t,-0.5472426632473132,-0.695364238410596
t,1.1468457551530649,-0.695364238410596
t,1.1658804564834062,-0.695364238410596
t,1.2039498591440885,-0.695364238410596
t,1.2229845604744298,-0.695364238410596
t,1.2420192618047712,-0.695364238410596
t,1.2610539631351125,-0.695364238410596
t,1.2800886644654539,-0.695364238410596
t,1.2991233657957952,-0.695364238410596
t,1.3181580671261366,-0.695364238410596
t,1.337192768456478,-0.695364238410596
t,1.3562274697868193,-0.695364238410596
t,1.394296872447502,-0.695364238410596
t,1.4133315737778434,-0.695364238410596
t,1.4323662751081847,-0.695364238410596
t,1.451400976438526,-0.695364238410596
t,1.4704356777688674,-0.695364238410596
t,1.4894703790992088,-0.695364238410596
t,1.5085050804295501,-0.695364238410596
t,1.5275397817598915,-0.695364238410596
t,1.5465744830902328,-0.695364238410596
t,1.5656091844205737,-0.695364238410596
t,1.584643885750915,-0.695364238410596
t,1.6036785870812564,-0.695364238410596
t,1.6227132884115978,-0.695364238410596
t,1.6417479897419391,-0.695364238410596
t,1.6607826910722805,-0.695364238410596
t,1.6798173924026218,-0.695364238410596
t,1.6988520937329632,-0.695364238410596
t,1.7178867950633046,-0.695364238410596
t,1.736921496393646,-0.695364238410596
t,1.7559561977239873,-0.695364238410596
t,1.7749908990543286,-0.695364238410596
t,1.79402560038467,-0.695364238410596
t,1.851129704375694,-0.695364238410596
t,1.8701644057060354,-0.695364238410596
t,1.8891991070363763,-0.695364238410596
t,1.9082338083667176,-0.695364238410596
t,1.927268509697059,-0.695364238410596
t,1.9463032110274003,-0.695364238410596
t,1.9653379123577417,-0.695364238410596
t,1.984372613688083,-0.695364238410596
t,2.0034073150184244,-0.695364238410596
t,2.0224420163487657,-0.695364238410596
t,2.041476717679107,-0.695364238410596
t,2.0605114190094485,-0.695364238410596
t,2.07954612033979,-0.695364238410596
t,2.098580821670131,-0.695364238410596
t,2.1176155230004725,-0.695364238410596
t,2.136650224330814,-0.695364238410596
t,-0.6886328113615325,-0.6821192052980132
t,-0.6698943675149602,-0.6821192052980132
t,-0.6511559236683879,-0.6821192052980132
t,-0.6324174798218156,-0.6821192052980132
t,-0.6136790359752433,-0.6821192052980132
t,-0.594940592128671,-0.6821192052980132
t,-0.5762021482820986,-0.6821192052980132
t,-0.5574637044355263,-0.6821192052980132
t,1.11025779790941,-0.6821192052980132
t,1.1289962417559822,-0.6821192052980132
t,1.1477346856025545,-0.6821192052980132
t,1.1664731294491268,-0.6821192052980132
t,1.1852115732956992,-0.6821192052980132
t,1.2039500171422715,-0.6821192052980132
t,1.2226884609888438,-0.6821192052980132
t,1.241426904835416,-0.6821192052980132
t,1.2601653486819884,-0.6821192052980132
t,1.2789037925285607,-0.6821192052980132
t,1.2976422363751332,-0.6821192052980132
t,1.3163806802217055,-0.6821192052980132
t,1.3351191240682778,-0.6821192052980132
t,1.410072899454567,-0.6821192052980132
t,1.4475497871477117,-0.6821192052980132
t,1.466288230994284,-0.6821192052980132
t,1.4850266748408563,-0.6821192052980132
t,1.5037651186874286,-0.6821192052980132
t,1.5225035625340009,-0.6821192052980132
t,1.5412420063805732,-0.6821192052980132
t,1.5599804502271455,-0.6821192052980132
t,1.5787188940737178,-0.6821192052980132
t,1.59745733792029,-0.6821192052980132
t,1.6161957817668624,-0.6821192052980132
t,1.6349342256134347,-0.6821192052980132
t,1.653672669460007,-0.6821192052980132
t,1.6724111133065793,-0.6821192052980132
t,1.6911495571531516,-0.6821192052980132
t,1.709888000999724,-0.6821192052980132
t,1.7286264448462962,-0.6821192052980132
t,1.7473648886928685,-0.6821192052980132
t,1.7661033325394409,-0.6821192052980132
t,1.7848417763860132,-0.6821192052980132
t,1.84105710792573,-0.6821192052980132
t,1.8597955517723024,-0.6821192052980132
t,1.8785339956188747,-0.6821192052980132
t,1.897272439465447,-0.6821192052980132
t,1.9160108833120193,-0.6821192052980132
t,1.953487771005164,-0.6821192052980132
t,1.9722262148517362,-0.6821192052980132
t,1.9909646586983085,-0.6821192052980132
t,2.009703102544881,-0.6821192052980132
t,2.028441546391453,-0.6821192052980132
t,2.0471799902380257,-0.6821192052980132
t,2.0659184340845975,-0.6821192052980132
t,2.0846568779311703,-0.6821192052980132
t,2.103395321777743,-0.6821192052980132
t,-0.6778307406959903,-0.6688741721854304
t,-0.659386230745079,-0.6688741721854304
t,-0.6409417207941677,-0.6688741721854304
t,-0.6224972108432564,-0.6688741721854304
t,-0.6040527008923451,-0.6688741721854304
t,-0.5856081909414338,-0.6688741721854304
t,-0.5671636809905225,-0.6688741721854304
t,-0.5487191710396112,-0.6688741721854304
t,1.1666202543951392,-0.6688741721854304
t,1.203509274296962,-0.6688741721854304
t,1.2403982941987843,-0.6688741721854304
t,1.2588428041496957,-0.6688741721854304
t,1.2772873141006071,-0.6688741721854304
t,1.2957318240515185,-0.6688741721854304
t,1.31417633400243,-0.6688741721854304
t,1.332620843953341,-0.6688741721854304
t,1.3510653539042523,-0.6688741721854304
t,1.3695098638551637,-0.6688741721854304
t,1.406398883756986,-0.6688741721854304
t,1.4248433937078975,-0.6688741721854304
t,1.4432879036588089,-0.6688741721854304
t,1.4617324136097203,-0.6688741721854304
t,1.4801769235606312,-0.6688741721854304
t,1.4986214335115426,-0.6688741721854304
t,1.517065943462454,-0.6688741721854304
t,1.5355104534133655,-0.6688741721854304
t,1.5539549633642764,-0.6688741721854304
t,1.5723994733151878,-0.6688741721854304
t,1.5908439832660992,-0.6688741721854304
t,1.6092884932170106,-0.6688741721854304
t,1.6277330031679216,-0.6688741721854304
t,1.646177513118833,-0.6688741721854304
t,1.6646220230697444,-0.6688741721854304
t,1.6830665330206558,-0.6688741721854304
t,1.7015110429715672,-0.6688741721854304
t,1.7199555529224781,-0.6688741721854304
t,1.7384000628733896,-0.6688741721854304
t,1.756844572824301,-0.6688741721854304
t,1.7752890827752124,-0.6688741721854304
t,1.7937335927261233,-0.6688741721854304
t,1.8306226126279461,-0.6688741721854304
t,1.8490671225788575,-0.6688741721854304
t,1.8675116325297685,-0.6688741721854304
t,1.8859561424806799,-0.6688741721854304
t,1.9044006524315913,-0.6688741721854304
t,1.9228451623825027,-0.6688741721854304
t,1.9412896723334137,-0.6688741721854304
t,1.959734182284325,-0.6688741721854304
t,1.9781786922352365,-0.6688741721854304
t,1.9966232021861479,-0.6688741721854304
t,2.015067712137059,-0.6688741721854304
t,2.0335122220879702,-0.6688741721854304
t,2.0519567320388816,-0.6688741721854304
t,2.070401241989793,-0.6688741721854304
t,-0.6671140618934165,-0.6556291390728477
t,-0.6489611622500583,-0.6556291390728477
t,-0.6308082626067,-0.6556291390728477
t,-0.6126553629633417,-0.6556291390728477
t,-0.5945024633199835,-0.6556291390728477
t,-0.5763495636766252,-0.6556291390728477
t,-0.558196664033267,-0.6556291390728477
t,-0.5400437643899086,-0.6556291390728477
t,1.1481759024424107,-0.6556291390728477
t,1.1844817017291274,-0.6556291390728477
t,1.2026346013724856,-0.6556291390728477
t,1.2207875010158438,-0.6556291390728477
t,1.2389404006592022,-0.6556291390728477
t,1.2752461999459186,-0.6556291390728477
t,1.293399099589277,-0.6556291390728477
t,1.3115519992326352,-0.6556291390728477
t,1.3297048988759934,-0.6556291390728477
t,1.3478577985193516,-0.6556291390728477
t,1.3660106981627103,-0.6556291390728477
t,1.3841635978060685,-0.6556291390728477
t,1.4023164974494267,-0.6556291390728477
t,1.4204693970927849,-0.6556291390728477
t,1.438622296736143,-0.6556291390728477
t,1.4567751963795013,-0.6556291390728477
t,1.47492809602286,-0.6556291390728477
t,1.493080995666218,-0.6556291390728477
t,1.5112338953095763,-0.6556291390728477
t,1.5293867949529345,-0.6556291390728477
t,1.5475396945962927,-0.6556291390728477
t,1.565692594239651,-0.6556291390728477
t,1.5838454938830095,-0.6556291390728477
t,1.6019983935263677,-0.6556291390728477
t,1.620151293169726,-0.6556291390728477
t,1.6383041928130841,-0.6556291390728477
t,1.6564570924564423,-0.6556291390728477
t,1.6746099920998005,-0.6556291390728477
t,1.6927628917431587,-0.6556291390728477
t,1.7109157913865174,-0.6556291390728477
t,1.7290686910298756,-0.6556291390728477
t,1.7472215906732338,-0.6556291390728477
t,1.7835273899599502,-0.6556291390728477
t,1.8379860888900252,-0.6556291390728477
t,1.8561389885333834,-0.6556291390728477
t,1.8742918881767416,-0.6556291390728477
t,1.8924447878200998,-0.6556291390728477
t,1.910597687463458,-0.6556291390728477
t,1.9287505871068167,-0.6556291390728477
t,1.9469034867501749,-0.6556291390728477
t,1.965056386393533,-0.6556291390728477
t,1.9832092860368913,-0.6556291390728477
t,2.0013621856802493,-0.6556291390728477
t,2.019515085323608,-0.6556291390728477
t,2.0376679849669666,-0.6556291390728477
t,-0.6564827749538115,-0.6423841059602649
t,-0.6386191620298982,-0.6423841059602649
t,-0.620755549105985,-0.6423841059602649
t,-0.6028919361820717,-0.6423841059602649
t,-0.5850283232581586,-0.6423841059602649
t,-0.5671647103342453,-0.6423841059602649
t,-0.5493010974103321,-0.6423841059602649
t,-0.5314374844864188,-0.6423841059602649
t,1.1656057432853388,-0.6423841059602649
t,1.1834693562092522,-0.6423841059602649
t,1.2013329691331653,-0.6423841059602649
t,1.2191965820570785,-0.6423841059602649
t,1.2370601949809918,-0.6423841059602649
t,1.2906510337527315,-0.6423841059602649
t,1.3085146466766449,-0.6423841059602649
t,1.3263782596005578,-0.6423841059602649
t,1.3442418725244714,-0.6423841059602649
t,1.3621054854483845,-0.6423841059602649
t,1.3799690983722976,-0.6423841059602649
t,1.4156963242201244,-0.6423841059602649
t,1.4335599371440375,-0.6423841059602649
t,1.4514235500679507,-0.6423841059602649
t,1.4692871629918638,-0.6423841059602649
t,1.487150775915777,-0.6423841059602649
t,1.5050143888396905,-0.6423841059602649
t,1.5228780017636037,-0.6423841059602649
t,1.5407416146875168,-0.6423841059602649
t,1.55860522761143,-0.6423841059602649
t,1.5764688405353435,-0.6423841059602649
t,1.5943324534592567,-0.6423841059602649
t,1.6121960663831698,-0.6423841059602649
t,1.630059679307083,-0.6423841059602649
t,1.647923292230996,-0.6423841059602649
t,1.6657869051549097,-0.6423841059602649
t,1.6836505180788228,-0.6423841059602649
t,1.701514131002736,-0.6423841059602649
t,1.719377743926649,-0.6423841059602649
t,1.7372413568505627,-0.6423841059602649
t,1.7551049697744758,-0.6423841059602649
t,1.772968582698389,-0.6423841059602649
t,1.7908321956223021,-0.6423841059602649
t,1.844423034394042,-0.6423841059602649
t,1.8622866473179551,-0.6423841059602649
t,1.8801502602418683,-0.6423841059602649
t,1.8980138731657819,-0.6423841059602649
t,1.915877486089695,-0.6423841059602649
t,1.9516047119375213,-0.6423841059602649
t,1.9694683248614344,-0.6423841059602649
t,1.987331937785348,-0.6423841059602649
t,2.005195550709261,-0.6423841059602649
t,-0.6459368798771751,-0.6291390728476821
t,-0.628360230084599,-0.6291390728476821
t,-0.6107835802920227,-0.6291390728476821
t,-0.5932069304994465,-0.6291390728476821
t,-0.5756302807068703,-0.6291390728476821
t,-0.5580536309142942,-0.6291390728476821
t,-0.5404769811217179,-0.6291390728476821
t,1.182034698550749,-0.6291390728476821
t,1.217187998135901,-0.6291390728476821
t,1.2347646479284773,-0.6291390728476821
t,1.2523412977210535,-0.6291390728476821
t,1.287494597306206,-0.6291390728476821
t,1.3226478968913584,-0.6291390728476821
t,1.3402245466839346,-0.6291390728476821
t,1.3578011964765109,-0.6291390728476821
t,1.375377846269087,-0.6291390728476821
t,1.3929544960616633,-0.6291390728476821
t,1.4281077956468158,-0.6291390728476821
t,1.445684445439392,-0.6291390728476821
t,1.480837745024544,-0.6291390728476821
t,1.4984143948171202,-0.6291390728476821
t,1.5159910446096965,-0.6291390728476821
t,1.5335676944022727,-0.6291390728476821
t,1.551144344194849,-0.6291390728476821
t,1.5687209939874251,-0.6291390728476821
t,1.5862976437800014,-0.6291390728476821
t,1.6038742935725776,-0.6291390728476821
t,1.6214509433651538,-0.6291390728476821
t,1.63902759315773,-0.6291390728476821
t,1.6566042429503063,-0.6291390728476821
t,1.6741808927428825,-0.6291390728476821
t,1.6917575425354587,-0.6291390728476821
t,1.7093341923280345,-0.6291390728476821
t,1.7269108421206107,-0.6291390728476821
t,1.744487491913187,-0.6291390728476821
t,1.7796407914983394,-0.6291390728476821
t,1.7972174412909157,-0.6291390728476821
t,1.8499473906686443,-0.6291390728476821
t,1.8675240404612206,-0.6291390728476821
t,1.8851006902537968,-0.6291390728476821
t,1.902677340046373,-0.6291390728476821
t,1.9202539898389492,-0.6291390728476821
t,1.937830639631525,-0.6291390728476821
t,1.9554072894241012,-0.6291390728476821
t,1.9729839392166775,-0.6291390728476821
t,-0.6354763766635076,-0.6158940397350994
t,-0.6181843664141605,-0.6158940397350994
t,-0.6008923561648133,-0.6158940397350994
t,-0.5836003459154662,-0.6158940397350994
t,-0.566308335666119,-0.6158940397350994
t,-0.5490163254167719,-0.6158940397350994
t,-0.5317243151674248,-0.6158940397350994
t,1.2320607302659838,-0.6158940397350994
t,1.2493527405153309,-0.6158940397350994
t,1.2666447507646783,-0.6158940397350994
t,1.2839367610140253,-0.6158940397350994
t,1.3012287712633723,-0.6158940397350994
t,1.3185207815127198,-0.6158940397350994
t,1.3358127917620668,-0.6158940397350994
t,1.3531048020114138,-0.6158940397350994
t,1.3703968122607613,-0.6158940397350994
t,1.3876888225101083,-0.6158940397350994
t,1.4049808327594553,-0.6158940397350994
t,1.4395648532581498,-0.6158940397350994
t,1.4568568635074968,-0.6158940397350994
t,1.4741488737568442,-0.6158940397350994
t,1.4914408840061912,-0.6158940397350994
t,1.5087328942555382,-0.6158940397350994
t,1.5260249045048853,-0.6158940397350994
t,1.5433169147542327,-0.6158940397350994
t,1.5606089250035797,-0.6158940397350994
t,1.5779009352529267,-0.6158940397350994
t,1.5951929455022742,-0.6158940397350994
t,1.6124849557516212,-0.6158940397350994
t,1.6297769660009682,-0.6158940397350994
t,1.6470689762503152,-0.6158940397350994
t,1.6643609864996627,-0.6158940397350994
t,1.6816529967490097,-0.6158940397350994
t,1.6989450069983567,-0.6158940397350994
t,1.7162370172477042,-0.6158940397350994
t,1.7335290274970512,-0.6158940397350994
t,1.7508210377463982,-0.6158940397350994
t,1.7681130479957456,-0.6158940397350994
t,1.7854050582450927,-0.6158940397350994
t,1.8026970684944397,-0.6158940397350994
t,1.8545730992424811,-0.6158940397350994
t,1.8718651094918282,-0.6158940397350994
t,1.8891571197411756,-0.6158940397350994
t,1.9064491299905226,-0.6158940397350994
t,1.9237411402398696,-0.6158940397350994
t,1.941033150489217,-0.6158940397350994
t,-0.6251012653128087,-0.6026490066225165
t,-0.6080915710185826,-0.6026490066225165
t,-0.5910818767243565,-0.6026490066225165
t,-0.5740721824301305,-0.6026490066225165
t,-0.5570624881359043,-0.6026490066225165
t,-0.5400527938416783,-0.6026490066225165
t,-0.5230430995474522,-0.6026490066225165
t,1.2289554127578346,-0.6026490066225165
t,1.245965107052061,-0.6026490066225165
t,1.262974801346287,-0.6026490066225165
t,1.2799844956405129,-0.6026490066225165
t,1.2969941899347392,-0.6026490066225165
t,1.3140038842289652,-0.6026490066225165
t,1.3310135785231911,-0.6026490066225165
t,1.3480232728174175,-0.6026490066225165
t,1.3650329671116435,-0.6026490066225165
t,1.3820426614058694,-0.6026490066225165
t,1.3990523557000953,-0.6026490066225165
t,1.4160620499943217,-0.6026490066225165
t,1.4500814385827736,-0.6026490066225165
t,1.467091132877,-0.6026490066225165
t,1.484100827171226,-0.6026490066225165
t,1.5011105214654519,-0.6026490066225165
t,1.5181202157596783,-0.6026490066225165
t,1.5351299100539042,-0.6026490066225165
t,1.5521396043481301,-0.6026490066225165
t,1.5691492986423565,-0.6026490066225165
t,1.5861589929365825,-0.6026490066225165
t,1.6031686872308084,-0.6026490066225165
t,1.6201783815250348,-0.6026490066225165
t,1.6371880758192607,-0.6026490066225165
t,1.6541977701134867,-0.6026490066225165
t,1.671207464407713,-0.6026490066225165
t,1.688217158701939,-0.6026490066225165
t,1.705226852996165,-0.6026490066225165
t,1.7222365472903913,-0.6026490066225165
t,1.7392462415846173,-0.6026490066225165
t,1.7562559358788432,-0.6026490066225165
t,1.7732656301730696,-0.6026490066225165
t,1.7902753244672955,-0.6026490066225165
t,1.8072850187615215,-0.6026490066225165
t,1.8583141016441997,-0.6026490066225165
t,1.8753237959384261,-0.6026490066225165
t,1.892333490232652,-0.6026490066225165
t,1.909343184526878,-0.6026490066225165
t,-0.6148115458250787,-0.5894039735099338
t,-0.5980818438978657,-0.5894039735099338
t,-0.5813521419706527,-0.5894039735099338
t,-0.5646224400434396,-0.5894039735099338
t,-0.5478927381162266,-0.5894039735099338
t,-0.5311630361890136,-0.5894039735099338
t,-0.5144333342618005,-0.5894039735099338
t,1.242185368095567,-0.5894039735099338
t,1.25891507002278,-0.5894039735099338
t,1.275644771949993,-0.5894039735099338
t,1.292374473877206,-0.5894039735099338
t,1.309104175804419,-0.5894039735099338
t,1.325833877731632,-0.5894039735099338
t,1.3425635796588453,-0.5894039735099338
t,1.3592932815860583,-0.5894039735099338
t,1.3760229835132713,-0.5894039735099338
t,1.3927526854404844,-0.5894039735099338
t,1.4094823873676974,-0.5894039735099338
t,1.4596714931493364,-0.5894039735099338
t,1.4931308970037624,-0.5894039735099338
t,1.5098605989309755,-0.5894039735099338
t,1.5265903008581885,-0.5894039735099338
t,1.5433200027854015,-0.5894039735099338
t,1.5600497047126145,-0.5894039735099338
t,1.5767794066398275,-0.5894039735099338
t,1.5935091085670405,-0.5894039735099338
t,1.6102388104942535,-0.5894039735099338
t,1.6269685124214666,-0.5894039735099338
t,1.6436982143486796,-0.5894039735099338
t,1.6604279162758926,-0.5894039735099338
t,1.6771576182031056,-0.5894039735099338
t,1.6938873201303186,-0.5894039735099338
t,1.7106170220575316,-0.5894039735099338
t,1.7273467239847446,-0.5894039735099338
t,1.7440764259119577,-0.5894039735099338
t,1.7608061278391707,-0.5894039735099338
t,1.7775358297663837,-0.5894039735099338
t,1.7942655316935967,-0.5894039735099338
t,1.8109952336208097,-0.5894039735099338
t,1.8779140413296622,-0.5894039735099338
t,-0.6046072182003173,-0.576158940397351
t,-0.5881551850520093,-0.576158940397351
t,-0.5717031519037014,-0.576158940397351
t,-0.5552511187553933,-0.576158940397351
t,-0.5387990856070854,-0.576158940397351
t,-0.5223470524587774,-0.576158940397351
t,1.2873765938550972,-0.576158940397351
t,1.303828627003405,-0.576158940397351
t,1.3202806601517132,-0.576158940397351
t,1.336732693300021,-0.576158940397351
t,1.3531847264483288,-0.576158940397351
t,1.369636759596637,-0.576158940397351
t,1.3860887927449448,-0.576158940397351
t,1.4025408258932526,-0.576158940397351
t,1.4189928590415608,-0.576158940397351
t,1.4683489584864846,-0.576158940397351
t,1.5012530247831002,-0.576158940397351
t,1.5177050579314084,-0.576158940397351
t,1.5341570910797162,-0.576158940397351
t,1.550609124228024,-0.576158940397351
t,1.5670611573763322,-0.576158940397351
t,1.58351319052464,-0.576158940397351
t,1.5999652236729482,-0.576158940397351
t,1.616417256821256,-0.576158940397351
t,1.6328692899695638,-0.576158940397351
t,1.649321323117872,-0.576158940397351
t,1.6657733562661798,-0.576158940397351
t,1.6822253894144876,-0.576158940397351
t,1.6986774225627959,-0.576158940397351
t,1.7151294557111036,-0.576158940397351
t,1.7315814888594119,-0.576158940397351
t,1.7480335220077197,-0.576158940397351
t,1.7644855551560275,-0.576158940397351
t,1.7809375883043357,-0.576158940397351
t,1.7973896214526435,-0.576158940397351
t,1.8138416546009513,-0.576158940397351
t,-0.5944882824385245,-0.5629139072847682
t,-0.5783115944810135,-0.5629139072847682
t,-0.5621349065235027,-0.5629139072847682
t,-0.5459582185659918,-0.5629139072847682
t,-0.529781530608481,-0.5629139072847682
t,-0.5136048426509701,-0.5629139072847682
t,1.2981842085902473,-0.5629139072847682
t,1.314360896547758,-0.5629139072847682
t,1.3305375845052687,-0.5629139072847682
t,1.3628909604202906,-0.5629139072847682
t,1.3790676483778013,-0.5629139072847682
t,1.3952443363353124,-0.5629139072847682
t,1.4114210242928231,-0.5629139072847682
t,1.443774400207845,-0.5629139072847682
t,1.4761277761228664,-0.5629139072847682
t,1.5084811520378882,-0.5629139072847682
t,1.524657839995399,-0.5629139072847682
t,1.54083452795291,-0.5629139072847682
t,1.5570112159104208,-0.5629139072847682
t,1.573187903867932,-0.5629139072847682
t,1.5893645918254427,-0.5629139072847682
t,1.6055412797829534,-0.5629139072847682
t,1.6217179677404645,-0.5629139072847682
t,1.6378946556979752,-0.5629139072847682
t,1.654071343655486,-0.5629139072847682
t,1.670248031612997,-0.5629139072847682
t,1.6864247195705078,-0.5629139072847682
t,1.702601407528019,-0.5629139072847682
t,1.7187780954855296,-0.5629139072847682
t,1.7349547834430403,-0.5629139072847682
t,1.7511314714005515,-0.5629139072847682
t,1.7673081593580622,-0.5629139072847682
t,1.7834848473155729,-0.5629139072847682
t,1.799661535273084,-0.5629139072847682
t,1.8158382232305947,-0.5629139072847682
t,-0.5844547385397004,-0.5496688741721854
t,-0.5685510721848787,-0.5496688741721854
t,-0.5526474058300569,-0.5496688741721854
t,-0.5367437394752351,-0.5496688741721854
t,-0.5208400731204132,-0.5496688741721854
t,-0.5049364067655915,-0.5496688741721854
t,1.308081557684091,-0.5496688741721854
t,1.3239852240389127,-0.5496688741721854
t,1.3398888903937345,-0.5496688741721854
t,1.371696223103378,-0.5496688741721854
t,1.3875998894581998,-0.5496688741721854
t,1.4035035558130216,-0.5496688741721854
t,1.4194072221678433,-0.5496688741721854
t,1.435310888522665,-0.5496688741721854
t,1.4512145548774869,-0.5496688741721854
t,1.4830218875871304,-0.5496688741721854
t,1.514829220296774,-0.5496688741721854
t,1.5307328866515957,-0.5496688741721854
t,1.5466365530064174,-0.5496688741721854
t,1.5625402193612392,-0.5496688741721854
t,1.578443885716061,-0.5496688741721854
t,1.5943475520708827,-0.5496688741721854
t,1.6102512184257045,-0.5496688741721854
t,1.6261548847805263,-0.5496688741721854
t,1.642058551135348,-0.5496688741721854
t,1.6579622174901698,-0.5496688741721854
